,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist
455,971,Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.88,0.06,0.34,1.79,2013-10-08,"Quantic Dream, Sony Computer Entertainment",2.7,433.0,433.0,Adventure,5400.0,52.0,1100.0,524.0
456,978,Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.94,0.06,0.33,1.78,2010-03-23,"Avalanche Studios, Eidos Interactive",3.2,302.0,302.0,"Adventure, Racing, Shooter",5100.0,36.0,771.0,142.0
457,979,Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.46,0.72,0.19,1.78,2012-05-22,Capcom,3.7,210.0,210.0,"Brawler, RPG",1100.0,45.0,487.0,206.0
458,989,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,1991-08-26,"Nintendo, Nintendo R&D1",3.1,445.0,445.0,"Adventure, Platform, Shooter",2100.0,39.0,595.0,193.0
459,998,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76,2013-02-26,"Irrational Games, 2K Games",3.5,1500.0,1500.0,"Adventure, Shooter",18000.0,197.0,4100.0,949.0
460,1006,Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75,2002-03-28,"Square, Disney Interactive Studios",3.6,1300.0,1300.0,"Adventure, RPG",12000.0,266.0,2100.0,1000.0
461,1006,Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75,2002-03-28,"Square, Disney Interactive Studios",3.6,1300.0,1300.0,"Adventure, RPG",12000.0,266.0,2100.0,1000.0
462,1006,Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75,2002-03-28,"Square, Disney Interactive Studios",3.6,1300.0,1300.0,"Adventure, RPG",12000.0,266.0,2100.0,1000.0
463,1007,Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,2004-09-20,"Pandemic Studios, LucasArts",3.5,255.0,255.0,Shooter,4100.0,9.0,261.0,109.0
464,1011,Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,1993-11-21,Capcom,3.4,203.0,203.0,"Adventure, Arcade, Platform",2200.0,9.0,192.0,85.0
465,1012,Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,1993-03-23,"HAL Laboratory, Nintendo",3.6,718.0,718.0,Platform,6000.0,61.0,690.0,217.0
466,1012,Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,1993-03-23,"HAL Laboratory, Nintendo",3.6,718.0,718.0,Platform,6000.0,61.0,690.0,217.0
467,1017,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,2002-02-28,"Monolith Soft, Namco",3.7,412.0,412.0,"Adventure, RPG",1200.0,103.0,1300.0,575.0
468,1018,Portal 2,PS3,2011,Shooter,Valve,0.83,0.63,0.02,0.25,1.74,2011-04-18,"Valve, Electronic Arts",4.4,2900.0,2900.0,"Adventure, Platform, Puzzle, Shooter",29000.0,471.0,3900.0,1200.0
469,1018,Portal 2,PS3,2011,Shooter,Valve,0.83,0.63,0.02,0.25,1.74,2011-04-18,"Valve, Electronic Arts",4.4,2900.0,2900.0,"Adventure, Platform, Puzzle, Shooter",29000.0,471.0,3900.0,1200.0
470,1018,Portal 2,PS3,2011,Shooter,Valve,0.83,0.63,0.02,0.25,1.74,2011-04-18,"Valve, Electronic Arts",4.4,2900.0,2900.0,"Adventure, Platform, Puzzle, Shooter",29000.0,471.0,3900.0,1200.0
471,1021,Sonic Colors,Wii,2010,Platform,Sega,0.96,0.61,0.01,0.16,1.74,2010-11-11,"SEGA of America, Sonic Team",3.4,609.0,609.0,"Adventure, Platform",5100.0,44.0,690.0,342.0
472,1021,Sonic Colors,Wii,2010,Platform,Sega,0.96,0.61,0.01,0.16,1.74,2010-11-11,"SEGA of America, Sonic Team",3.4,609.0,609.0,"Adventure, Platform",5100.0,44.0,690.0,342.0
473,1028,Overwatch,PS4,2016,Shooter,Activision,0.64,0.68,0.14,0.26,1.73,2016-05-24,"Blizzard Entertainment, Square Enix",3.2,957.0,957.0,"Shooter, Strategy",19000.0,436.0,411.0,214.0
474,1033,Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73,2012-10-09,"Arkane Studios, Bethesda Softworks",3.9,1100.0,1100.0,"Adventure, RPG",14000.0,268.0,3100.0,866.0
475,1033,Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73,2012-10-09,"Arkane Studios, Bethesda Softworks",3.9,1100.0,1100.0,"Adventure, RPG",14000.0,268.0,3100.0,866.0
476,1033,Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73,2012-10-09,"Arkane Studios, Bethesda Softworks",3.9,1100.0,1100.0,"Adventure, RPG",14000.0,268.0,3100.0,866.0
477,1039,Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0.0,0.33,1.72,2011-11-08,"Sledgehammer Games, Activision",3.2,587.0,587.0,"Adventure, Shooter, Tactical",10000.0,27.0,492.0,195.0
478,1044,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0.0,0.08,1.71,1999-11-22,"Activision, ""Travellers Tales""",3.4,245.0,245.0,"Adventure, Platform",2300.0,26.0,262.0,117.0
479,1061,Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.69,2008-10-14,"Volition, THQ",3.7,412.0,412.0,"Adventure, Racing, Shooter",3600.0,56.0,803.0,191.0
480,1062,Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69,2013-08-19,"Volition, Deep Silver",3.1,386.0,386.0,"Adventure, Shooter",7200.0,64.0,775.0,176.0
481,1064,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69,2009-11-03,"Electronic Arts, BioWare",4.0,712.0,712.0,RPG,6100.0,148.0,1700.0,534.0
482,1064,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69,2009-11-03,"Electronic Arts, BioWare",4.0,712.0,712.0,RPG,6100.0,148.0,1700.0,534.0
483,1071,Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.19,1.69,2010-09-21,"2K Games, Firaxis Games",3.9,320.0,320.0,"Simulator, Strategy, Turn Based Strategy",5400.0,56.0,369.0,140.0
484,1072,Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,2005-01-11,"Capcom, Capcom Production Studio 4",4.3,2300.0,2300.0,Shooter,14000.0,360.0,3000.0,1200.0
485,1072,Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,2005-01-11,"Capcom, Capcom Production Studio 4",4.3,2300.0,2300.0,Shooter,14000.0,360.0,3000.0,1200.0
486,1072,Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,2005-01-11,"Capcom, Capcom Production Studio 4",4.3,2300.0,2300.0,Shooter,14000.0,360.0,3000.0,1200.0
487,1077,LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0.0,0.15,1.68,2012-06-19,"Feral Interactive, ""Travellers Tales""",3.5,446.0,446.0,"Adventure, Brawler, Platform",4600.0,41.0,821.0,132.0
488,1083,Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,2002-11-17,"Nintendo, Nintendo R&D1",4.0,1300.0,1300.0,"Adventure, Platform, Shooter",7900.0,146.0,2000.0,799.0
489,1090,Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,2005-10-31,"Pandemic Studios, LucasArts",4.0,650.0,650.0,Shooter,7700.0,35.0,520.0,189.0
490,1103,Max Payne 3,X360,2012,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66,2012-05-15,"Rockstar Games, Rockstar Vancouver",3.7,593.0,593.0,Shooter,5600.0,43.0,1000.0,518.0
491,1107,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,2005-10-06,"Spike, Bandai",2.9,96.0,96.0,Fighting,1700.0,2.0,69.0,29.0
492,1108,Ms. Pac-Man,2600,1981,Puzzle,Atari,1.54,0.1,0.0,0.02,1.65,1982-02-03,"Atari, Inc., General Computer Corporation (GCC)",3.6,198.0,198.0,Arcade,1600.0,1.0,45.0,38.0
493,1122,Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0.0,0.22,1.64,2004-11-30,"Ubisoft Montreal, Ubisoft Entertainment",3.5,237.0,237.0,"Adventure, Fighting, Platform",2800.0,20.0,551.0,220.0
494,1124,Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.44,0.89,0.05,0.25,1.64,2015-08-25,"Supermassive Games, Sony Computer Entertainment",3.4,812.0,812.0,Adventure,8000.0,85.0,1200.0,585.0
495,1128,Call of Duty: Black Ops,PC,2009,Shooter,Activision,0.58,0.81,0.0,0.24,1.63,2010-11-09,"Activision, Treyarch",3.7,920.0,920.0,Shooter,14000.0,44.0,611.0,318.0
496,1128,Call of Duty: Black Ops,PC,2009,Shooter,Activision,0.58,0.81,0.0,0.24,1.63,2010-11-09,"Activision, Treyarch",3.7,920.0,920.0,Shooter,14000.0,44.0,611.0,318.0
497,1129,Sonic Generations,PS3,2011,Platform,Sega,0.6,0.73,0.02,0.28,1.63,2011-11-01,"Sonic Team, Sega",3.8,1100.0,1100.0,"Adventure, Platform",9900.0,133.0,1700.0,480.0
498,1134,Just Cause 2,X360,2010,Action,Square Enix,0.59,0.85,0.02,0.17,1.62,2010-03-23,"Avalanche Studios, Eidos Interactive",3.2,302.0,302.0,"Adventure, Racing, Shooter",5100.0,36.0,771.0,142.0
499,1149,Far Cry 4,XOne,2014,Shooter,Ubisoft,0.79,0.68,0.01,0.13,1.61,2014-11-18,Ubisoft Montreal,3.2,558.0,558.0,"Adventure, Shooter, Tactical",8500.0,90.0,1300.0,442.0
500,1149,Far Cry 4,XOne,2014,Shooter,Ubisoft,0.79,0.68,0.01,0.13,1.61,2014-11-18,Ubisoft Montreal,3.2,558.0,558.0,"Adventure, Shooter, Tactical",8500.0,90.0,1300.0,442.0
501,1156,Silent Hill,PS,1999,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,1999-02-23,"Konami, Team Silent",4.1,1300.0,1300.0,"Adventure, Puzzle",6800.0,272.0,2300.0,1600.0
502,1156,Silent Hill,PS,1999,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,1999-02-23,"Konami, Team Silent",4.1,1300.0,1300.0,"Adventure, Puzzle",6800.0,272.0,2300.0,1600.0
503,1157,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,0.19,0.02,1.36,0.02,1.6,2008-07-17,"Chunsoft, Square Enix",4.2,371.0,371.0,RPG,1400.0,85.0,1000.0,478.0
504,1162,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,2006-11-19,"Nintendo, Nintendo EAD Software Development Group No.3",4.1,642.0,642.0,"Adventure, RPG",6000.0,82.0,1100.0,466.0
505,1162,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,2006-11-19,"Nintendo, Nintendo EAD Software Development Group No.3",4.0,899.0,899.0,"Adventure, RPG",10000.0,228.0,2500.0,1300.0
506,1162,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,2006-11-19,"Nintendo, Nintendo EAD Software Development Group No.3",4.1,642.0,642.0,"Adventure, RPG",6000.0,82.0,1100.0,466.0
507,1164,Devil May Cry 4,PS3,2008,Action,Capcom,0.58,0.46,0.34,0.21,1.59,2008-01-31,"Capcom, Capcom Production Studio 1",3.6,511.0,511.0,"Adventure, Brawler",6500.0,84.0,1700.0,681.0
508,1168,LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.5,0.0,0.14,1.59,2010-06-25,"WB Games, ""Travellers Tales""",3.2,349.0,349.0,"Adventure, Platform, Puzzle",4100.0,53.0,449.0,113.0
509,1170,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58,2014-05-20,"MachineGames, Bethesda Softworks",3.6,794.0,794.0,"Adventure, Shooter",8400.0,149.0,2200.0,722.0
510,1170,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58,2014-05-20,"MachineGames, Bethesda Softworks",3.6,794.0,794.0,"Adventure, Shooter",8400.0,149.0,2200.0,722.0
511,1176,Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0.0,0.15,1.58,2009-09-01,"Activision, Neversoft Entertainment",3.2,63.0,63.0,Music,1100.0,0.0,65.0,22.0
512,1190,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,1995-11-05,"Eat Sleep Play Inc., Sony Computer Entertainment",3.1,117.0,117.0,"Fighting, Racing, Shooter",986.0,1.0,148.0,81.0
513,1191,Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56,2016-03-24,"Bandai Namco Entertainment, FromSoftware",4.2,2400.0,2400.0,"Adventure, RPG",19000.0,851.0,4300.0,2200.0
514,1191,Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56,2016-03-24,"Bandai Namco Entertainment, FromSoftware",4.2,2400.0,2400.0,"Adventure, RPG",19000.0,851.0,4300.0,2200.0
515,1191,Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56,2016-03-24,"Bandai Namco Entertainment, FromSoftware",4.2,2400.0,2400.0,"Adventure, RPG",19000.0,851.0,4300.0,2200.0
516,1195,LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
517,1195,LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
518,1197,Dishonored,PS3,2012,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55,2012-10-09,"Arkane Studios, Bethesda Softworks",3.9,1100.0,1100.0,"Adventure, RPG",14000.0,268.0,3100.0,866.0
519,1197,Dishonored,PS3,2012,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55,2012-10-09,"Arkane Studios, Bethesda Softworks",3.9,1100.0,1100.0,"Adventure, RPG",14000.0,268.0,3100.0,866.0
520,1197,Dishonored,PS3,2012,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55,2012-10-09,"Arkane Studios, Bethesda Softworks",3.9,1100.0,1100.0,"Adventure, RPG",14000.0,268.0,3100.0,866.0
521,1201,BioShock 2,PS3,2010,Shooter,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55,2010-02-09,"2K Marin, 2K Games",3.6,687.0,687.0,"Adventure, RPG, Shooter",9100.0,103.0,3300.0,691.0
522,1201,BioShock 2,PS3,2010,Shooter,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55,2010-02-09,"2K Marin, 2K Games",3.6,687.0,687.0,"Adventure, RPG, Shooter",9100.0,103.0,3300.0,691.0
523,1205,Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,0.8,0.53,0.0,0.22,1.55,2010-10-26,LucasArts,2.8,242.0,242.0,"Adventure, Brawler, RPG",4100.0,18.0,597.0,268.0
524,1206,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55,2011-11-17,"Namco Bandai Games, Level-5",3.7,438.0,438.0,"Adventure, RPG",2400.0,161.0,1700.0,682.0
525,1214,Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,0.58,0.87,0.0,0.09,1.54,2003-07-01,"Blizzard Entertainment, Sierra Entertainment",4.3,159.0,159.0,"Real Time Strategy, Strategy",2600.0,14.0,181.0,73.0
526,1219,Call of Duty: Black Ops II,PC,2012,Shooter,Activision,0.63,0.69,0.0,0.21,1.53,2012-11-12,"Treyarch, Activision",3.8,903.0,903.0,Shooter,13000.0,57.0,626.0,286.0
527,1219,Call of Duty: Black Ops II,PC,2012,Shooter,Activision,0.63,0.69,0.0,0.21,1.53,2012-11-12,"Treyarch, Activision",3.8,903.0,903.0,Shooter,13000.0,57.0,626.0,286.0
528,1222,The Simpsons Game,DS,2007,Action,Electronic Arts,0.57,0.79,0.0,0.17,1.53,2007-10-30,"Griptonite Games, Electronic Arts",3.0,200.0,200.0,Platform,3800.0,20.0,283.0,156.0
529,1223,Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.29,0.0,0.05,1.53,1995-04-15,Midway Games,3.1,162.0,162.0,Fighting,1700.0,4.0,85.0,41.0
530,1229,Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,Nintendo,0.73,0.52,0.15,0.12,1.52,2018-05-04,"Nintendo, Retro Studios",4.2,373.0,373.0,Platform,2100.0,91.0,741.0,500.0
531,1230,Dead Space 2,X360,2011,Shooter,Electronic Arts,0.94,0.45,0.0,0.13,1.52,2011-01-25,"Electronic Arts, Visceral Games",4.0,775.0,775.0,"Adventure, Shooter",6000.0,97.0,1900.0,716.0
532,1240,Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.63,0.03,0.26,1.52,2006-11-07,"Activision, Treyarch",2.8,231.0,231.0,Shooter,2900.0,8.0,239.0,122.0
533,1248,Mega Man 2,NES,1988,Action,Capcom,0.93,0.15,0.42,0.01,1.51,1989-06-02,Capcom,3.6,857.0,857.0,"Adventure, Platform",6100.0,34.0,542.0,163.0
534,1248,Mega Man 2,NES,1988,Action,Capcom,0.93,0.15,0.42,0.01,1.51,1989-06-02,Capcom,3.6,857.0,857.0,"Adventure, Platform",6100.0,34.0,542.0,163.0
535,1251,The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0.0,1.13,1.51,2007-10-30,"Griptonite Games, Electronic Arts",3.0,200.0,200.0,Platform,3800.0,20.0,283.0,156.0
536,1263,Sonic CD,SCD,1993,Platform,Sega,1.0,0.36,0.09,0.05,1.5,1993-09-23,"Sonic Team, Sega",3.4,629.0,629.0,Platform,4900.0,43.0,656.0,223.0
537,1266,Rock Band 2,PS3,2008,Misc,MTV Games,1.13,0.2,0.0,0.16,1.5,2008-09-14,"MTV Games, Harmonix Music Systems",4.0,180.0,180.0,Music,2000.0,10.0,56.0,29.0
538,1273,Banjo-Tooie,N64,2000,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49,2000-11-20,"Microsoft Game Studios, Rare",3.8,443.0,443.0,"Adventure, Platform",3000.0,29.0,1200.0,485.0
539,1283,Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48,2010-01-26,"BioWare, Electronic Arts",4.3,1300.0,1300.0,"Adventure, RPG, Shooter",9600.0,107.0,1900.0,645.0
540,1283,Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48,2010-01-26,"BioWare, Electronic Arts",4.3,1300.0,1300.0,"Adventure, RPG, Shooter",9600.0,107.0,1900.0,645.0
541,1286,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,0.82,0.59,0.0,0.07,1.48,2004-03-23,"Ubisoft Shanghai, Ubisoft Entertainment",3.4,137.0,137.0,"Shooter, Tactical",1000.0,7.0,317.0,123.0
542,1293,Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47,2013-02-19,"Konami, PlatinumGames",4.1,2100.0,2100.0,"Adventure, Brawler, Shooter, Strategy",14000.0,492.0,4200.0,2000.0
543,1293,Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47,2013-02-19,"Konami, PlatinumGames",4.1,2100.0,2100.0,"Adventure, Brawler, Shooter, Strategy",14000.0,492.0,4200.0,2000.0
544,1293,Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47,2013-02-19,"Konami, PlatinumGames",4.1,2100.0,2100.0,"Adventure, Brawler, Shooter, Strategy",14000.0,492.0,4200.0,2000.0
545,1294,Chrono Trigger,DS,2008,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47,1995-03-11,Square,4.5,1900.0,1900.0,"Adventure, RPG",9100.0,518.0,4900.0,2200.0
546,1294,Chrono Trigger,DS,2008,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47,1995-03-11,Square,4.5,1900.0,1900.0,"Adventure, RPG",9100.0,518.0,4900.0,2200.0
547,1294,Chrono Trigger,DS,2008,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47,2008-11-20,Square Enix,4.4,295.0,295.0,Adventure,2400.0,135.0,1300.0,499.0
548,1295,Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,0.95,0.4,0.0,0.12,1.47,2010-10-26,LucasArts,2.8,242.0,242.0,"Adventure, Brawler, RPG",4100.0,18.0,597.0,268.0
549,1311,Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,0.63,0.59,0.03,0.21,1.46,2012-03-06,"BioWare Edmonton, Electronic Arts",3.7,777.0,777.0,"Adventure, RPG, Shooter",7300.0,79.0,1500.0,482.0
550,1312,LEGO Batman 2: DC Super Heroes,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.94,0.4,0.0,0.11,1.46,2012-06-19,"Feral Interactive, ""Travellers Tales""",3.5,446.0,446.0,"Adventure, Brawler, Platform",4600.0,41.0,821.0,132.0
551,1319,Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0.0,0.13,1.45,2015-06-23,"Rocksteady Studios, Warner Bros. Interactive Entertainment",3.7,1200.0,1200.0,"Adventure, Brawler",13000.0,279.0,3400.0,757.0
552,1319,Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0.0,0.13,1.45,2015-06-23,"Rocksteady Studios, Warner Bros. Interactive Entertainment",3.7,1200.0,1200.0,"Adventure, Brawler",13000.0,279.0,3400.0,757.0
553,1319,Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0.0,0.13,1.45,2015-06-23,"Rocksteady Studios, Warner Bros. Interactive Entertainment",3.7,1200.0,1200.0,"Adventure, Brawler",13000.0,279.0,3400.0,757.0
554,1320,BioShock,PS3,2008,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45,2007-08-21,"2K Games, 2K Boston",4.0,1800.0,1800.0,"Adventure, RPG, Shooter",17000.0,339.0,4000.0,1200.0
555,1339,Far Cry 4,PS3,2014,Shooter,Ubisoft,0.33,0.79,0.08,0.23,1.44,2014-11-18,Ubisoft Montreal,3.2,558.0,558.0,"Adventure, Shooter, Tactical",8500.0,90.0,1300.0,442.0
556,1339,Far Cry 4,PS3,2014,Shooter,Ubisoft,0.33,0.79,0.08,0.23,1.44,2014-11-18,Ubisoft Montreal,3.2,558.0,558.0,"Adventure, Shooter, Tactical",8500.0,90.0,1300.0,442.0
557,1342,Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,1.23,0.07,0.02,0.11,1.44,2006-11-19,"Ubisoft Entertainment, Ubisoft Montpellier",2.7,137.0,137.0,"Adventure, Platform, Puzzle",2700.0,9.0,191.0,63.0
558,1345,Dead Space 2,PS3,2011,Shooter,Electronic Arts,0.73,0.5,0.0,0.21,1.44,2011-01-25,"Electronic Arts, Visceral Games",4.0,775.0,775.0,"Adventure, Shooter",6000.0,97.0,1900.0,716.0
559,1359,The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,0.89,0.22,0.22,0.1,1.42,2004-11-04,"Nintendo, Capcom Production Studio 1",3.9,1100.0,1100.0,"Adventure, RPG",8700.0,280.0,2500.0,911.0
560,1361,Sonic Generations,X360,2011,Platform,Sega,0.71,0.57,0.0,0.14,1.42,2011-11-01,"Sonic Team, Sega",3.8,1100.0,1100.0,"Adventure, Platform",9900.0,133.0,1700.0,480.0
561,1362,Super Metroid,SNES,1994,Action,Nintendo,0.57,0.12,0.71,0.02,1.42,1994-03-19,"Nintendo R&D1, Nintendo",4.3,2200.0,2200.0,"Adventure, Platform, Shooter",11000.0,309.0,3000.0,907.0
562,1364,Dead Space,X360,2008,Action,Electronic Arts,0.89,0.4,0.0,0.13,1.42,2023-01-27,"Motive Studios, Electronic Arts",4.3,501.0,501.0,"Adventure, RPG, Shooter",1300.0,248.0,985.0,1900.0
563,1364,Dead Space,X360,2008,Action,Electronic Arts,0.89,0.4,0.0,0.13,1.42,2008-10-14,"EA Redwood Shores, Electronic Arts",4.0,1200.0,1200.0,Shooter,9600.0,302.0,2700.0,1100.0
564,1364,Dead Space,X360,2008,Action,Electronic Arts,0.89,0.4,0.0,0.13,1.42,2023-01-27,"Motive Studios, Electronic Arts",4.3,501.0,501.0,"Adventure, RPG, Shooter",1300.0,248.0,985.0,1900.0
565,1364,Dead Space,X360,2008,Action,Electronic Arts,0.89,0.4,0.0,0.13,1.42,2008-10-14,"EA Redwood Shores, Electronic Arts",4.0,1200.0,1200.0,Shooter,9600.0,302.0,2700.0,1100.0
566,1364,Dead Space,X360,2008,Action,Electronic Arts,0.89,0.4,0.0,0.13,1.42,2023-01-27,"Motive Studios, Electronic Arts",4.3,501.0,501.0,"Adventure, RPG, Shooter",1300.0,248.0,985.0,1900.0
567,1372,Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0.0,0.11,1.41,2013-04-16,"NetherRealm Studios, WB Games",3.0,364.0,364.0,"Adventure, Fighting",7100.0,17.0,502.0,112.0
568,1381,Call of Duty: Black Ops,Wii,2010,Shooter,Activision,0.82,0.47,0.0,0.12,1.4,2010-11-09,"Activision, Treyarch",3.7,920.0,920.0,Shooter,14000.0,44.0,611.0,318.0
569,1381,Call of Duty: Black Ops,Wii,2010,Shooter,Activision,0.82,0.47,0.0,0.12,1.4,2010-11-09,"Activision, Treyarch",3.7,920.0,920.0,Shooter,14000.0,44.0,611.0,318.0
570,1387,Final Fantasy III,NES,1990,Role-Playing,SquareSoft,0.0,0.0,1.39,0.01,1.4,2006-08-24,"Square, Square Enix",3.1,342.0,342.0,"Adventure, RPG",2600.0,59.0,891.0,290.0
571,1388,Battlefield 4,PC,2013,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4,2013-10-29,"EA Digital Illusions CE, Electronic Arts",3.5,431.0,431.0,Shooter,7100.0,72.0,506.0,124.0
